content_id,subject,sentiment_value,sentiment_word,content
OSwysxEp1KTU4ZGV,价格,0,,如果只推出2.5和2.0混动，混动版肯定比2.5的要贵，然后混动的动力还不如2.5的，你觉得有几个人会买混动版？然后没有了2.0自吸车型，全系的起步价上升了，又损失一部分低预算的客户，推出2.0混动和2.5，斯巴鲁的脑子才进水了呢！    
KY8LH4SCnWqD5d7j,价格,0,,如果我没记错的话10年左右的就是三代森林人貌似是没有2.0T的，2.5T的车那个油耗要有心理准备，13个油左右，估计再轻柔的开法都要12左右，最后如果是XT的素车价格9-11万左右吧，具体还是要看车况，别太care过户次数和公里数，这个年份的车只要车况好就行了，SE估计有点难求
xjSBDmyXaifbcCKA,价格,0,,会有什么不一样呢？可以详细描述一下吗？价格和牌子是什么情况呢？    
WL6HsMEi3kNXjbwQ,价格,0,,估计2.5排量烧机油的问题解决不了吧？～如果2.0混动开着加速不比2.5差，价格一样或者低点，油耗也下降，我觉的还好
Yry8UHfBKa0jsEJD,价格,1,,原因是价格和油耗嘛？奥迪a6现在只有一款全时    
FVsOCzBcxbwJh2T8,价格,1,,这个价格是4S的价格，还是外面换的价格，我看上海有修变速箱的，论坛里   
iVy9LYUc8HeQ0sdF,价格,0,,扯淡吧，我就是刚提的ES；老款最低配都做不到这个价格。。。。。还18款次顶配！
UAecLQb5yPFEoSuj,价格,0,,都可以装的 价格每个地区都不一样    
wB1jPZH8753R4lJk,价格,-1,,因为价格虚高，配件贵，保养贵，没有豪华感，国内又是重视外观不重视内在，所以保值低
X7lts6RbF4eO2LhN,价格,0,,挺保值啊，别卖给贩子，遇上合适的人，二手市场森林人价格都挺高，我看过
JuzNxctnG7QbFKso,价格,0,,前三年 每年大约折价10%   还得赔上保险啥的  不合算
m6FcX2ICDUNGRqnw,价格,0,,兄弟坐标哪 裸车价多少？谢谢
Sv7PqgH5IRpQst3W,价格,0,,加我好友发价格，我加不了你    
bEKPlxQCA4pcwHNU,价格,0,,这种不烧机油的车斯巴鲁应该高价回收，买回去好好研究一下改进以后的    
KAGgiNr3WmDIoyeJ,价格,0,,就是壳牌和鹏斯配方都是一样的东西都是一样的 想试试壳牌020就试试pup 020就可以了 六七十块钱一瓶 价格合适    
mebpq27hozx0Hv4a,价格,0,,没必要要四儿子店装啊，价格离谱    
MR0mcoHQrWXFqJAU,价格,0,,确实，2.0T落地都要36，37了，对这个价位的车来说，五万不是个小数目，36万说不定会咬牙上其他车了    
pXrRtj4S6EHLeuGJ,价格,0,,麻烦问下，当时给你最低价是14整吗   
IdusAw5VFOpLztJ4,价格,0,,买这车不图面子……同价位的话除去BBA不谈，atsl、es、q50l都挺好的
EDjrVy06wW1QKsCn,价格,0,,82年的苦逼孩子。15年眼看着要破产了心一横脚一顿，换个新车吧，别钱没了新车也没得开了。于是怒提2.5豪华，然后没三个月，特装版加量不加价的上市了……一台没有中控大屏的小森，承受了多少鄙视的白眼。
z8GLtQDSY7ewo2Rx,价格,0,,价格不错，10款2.5市区油耗11升左右，时速不超120高速公路油耗8升左右。合成机油10000一换就可以。
yYz7M2WaHrZgXhuc,价格,0,,11年，车况没问题，基本就那个价格。但是公里数一定不对，估计得在4前面加一个1
IoC4kMGmBzZLvabl,价格,0,,哈哈，顺风快递！！！！！！ 楼主座椅是什么牌子，多少钱？
gCVavlsY0mF25dzR,价格,0,,这个标注是原厂进口的原液，估计能比国内分装的好点，求个心理安慰，关键是活动时候价钱不贵   
ZXJDu2QoKyFcantL,价格,0,,瞎不瞎也请注意用词礼貌，傲虎几次试驾，觉得坐姿矮了，森林人坐姿高一些。不太建议傲虎，30~40万这个价位，可选太多。    
WmHgCXdOIslED5NQ,价格,0,,不过你这车型我还没有看。问一下，你这没加装前，车子带有自动折叠吗？是那种按按钮的。不是停车就自动折叠起来的。如果只是一个折叠模块，那么价格就贵多了。一般一个折叠模块就100/300块左右    
iqkfESIHX5hjN1B0,价格,0,,这个价格有点虚，仔细看车况！
21BHMtZ3lbmzvYWI,价格,0,,太贵了，变速箱1500左右，后桥换油250元
2vSQnRuZdGO1MFUi,价格,0,,简单咨询了一下，好像可以修复，就是价格很贵，鲨鱼pi报价的1500！另外都说斯巴鲁的漆不容易吸，因为吸盘上去就可能破坏漆面，倒也不是日本车漆软偷工减料，可能是太讲究环保用的料不一样。总之1500好贵了。。。   
utZCnePpvXOERx5L,价格,0,,有优惠吗？2.0的没上吗？   
DV9qcNmIg8O1vFHY,价格,0,,同是杭州的，问价格、有无加热条？
jBqdNvYz46f9SiUA,价格,0,,力度可以了 我只现金优惠1W
CiKS6BEcV9txNe8F,价格,0,,价格也会提高，反正我今天提车，侧方视频应该可以加原装了。
aWVobSZ95j2gydMQ,价格,0,,喜欢哪个样子选哪个。能喜欢森林人的朋友应该不会喜欢昂科威……喜欢森林人的朋友也不会考虑性价比……爱就爱他的全部 包括缺点
HPR0bSL3CZhuXiNF,价格,0,,熊猫车贴 会员证可以免费获者优惠进全国31个自然保护区，不提4s是不会告诉你的     
92GLtM6NPu0CQlbq,价格,0,,耐心些，小火炖肉才入味。我对贵了1万3的鹰眼无感(当然指导价贵个3~5千可以考虑)。     
u6Y8DSB7nZWlgJNv,价格,0,,已经定了就不要去纠结价格了，好好享受吧，价格适中。
TcW1r3peXbjy7mEd,价格,0,,价格正常，在广州那么多拆车件，有点小问题修起来也不贵。楼上说的发动机，变速箱，涡轮都是好的就没事。
t6nfBVjDOw9vxmqr,价格,0,,爽了吧，爽了就得付出代价，越野都得付出
7vM2TIJH9Qbe5qcN,价格,0,,q3我也去试驾过，试了前驱的，空间比森小，视野不及森，动力1.5t的还算不错。不过价格去到24万多的裸车，而且是国产的，味道有点难接受。bba的国产车品牌溢价太多了。个人感觉。    
X9tW1vklqjHU20yp,价格,0,,这个东西就是受制于成本，森原厂的定位不高。本田以前的车门也不咋的，冠道那价格上去了你看它就完全不一样。钱给到了不仅材料连制造方法也完全不一样。
4E9Ahb80ecm1LMUQ,价格,0,,山东价格很死，新款优惠力度很小，老款性价比高，可能2w
wDhOp9q0JeCAod2G,价格,0,,刚从4s回来，现金优惠1万，17特装。新款还没消息啊    
7ieCQ419O6jBvbWk,价格,0,,我关注的是2.0的，不知道2.5的情况，不过花园路那家今天到了一大批车，有空一起去搞价，我不擅长搞价    
8tWqrNif2d1vn3yc,价格,0,,能换还是换吧，梁变形了即便再怎么矫正防撞能力也没以前好了，而且当二手车卖也容易被砍价。
S9nuf83qIRJ0C16c,价格,0,,北京的价格不如外地的价格，最近我问的都没优惠。
Bf2kUCiYsx8zVuKZ,价格,0,,2.5的低配性价比相对来说还可以，优惠1.5万办下来也得28万，这个价位确实可以考虑的车型太多了。    
pQmLUbXGln3RJjxE,价格,0,,cvt的代价就是加速不给力
TF1dEg2cpsnyC9N8,价格,-1,,价格贵，配件也贵，保险也贵，这个就是斯巴鲁的缺点，别的没毛病！
RCEkxf7X04bpOIwa,价格,0,,premium性价比挺高的，如果对真皮座椅没需求的话。新平台出来的车真不建议买前两年的，谁知道会出什么幺蛾子，等两三年买成熟版本的是真的，一个机头真不碍事，好开省心才是正事。
I5yzgdLlFQDfnRpC,价格,0,,要是真像你说的斯巴鲁就不是现在这个价格了，水平对置发动机全时四驱的成本不会太低，而且买他的人绝对不会在意他的内饰。
QstBTHJ6o7UXY9vy,价格,0,,买车还得看在哪个省份，地区不一样价格也不一样！
nZ56RpHemMzEYCVd,价格,0,,可以考虑一下仕联达隐藏式行车记录仪，价格不贵，性价比高。安装后看不到接线。我就是装的这个品牌的。淘宝有旗舰店，可以咨询一下。
8SLQhgEHsDZiY0G3,价格,0,,XT是精髓不差油就行！！！注意下是否烧机油漏机油大保养做没减震挺贵的也要看下还有正时和水泵还有空调是否有漏
Qi3VU1KWJEP8egYC,价格,0,,好车，可惜的是无价。极度痴迷者可能会考虑毕竟20万都能买新车了。华这价格买一台7年的车内心必须无比狂热
Sow4k2ylRDgvFm3f,价格,0,,冬天9个油，夏天7个油的路过。这个价格夏天肯定破1000公里了
dTsLzOxYeA8yNCBh,价格,0,,楼主一上来就问价格了，但是修理工回答一会查电脑，店家都不敢公示价格，爱修不修。
Zz9IUVhrQgJqeGv7,价格,0,,说实话，作为车主，这两款车都不推荐，性价比太低，品控一般，主要作为三大件之一的发动机，不抗造，烧机油风险极大
6i0Rzsv4pVEHkXM9,价格,0,,感觉如果庞大真心想清库存的话，斯巴鲁的车还是好卖的，很多人不买斯巴鲁就是价格原因而已
6OdjnoPyKUQaDv31,价格,0,,超过五百人民币就是很黑的价格了。山寨印上去的，4S找小厂定做的便宜货。鉴定完毕。
PkoMaELQGUmgFwT4,价格,0,,嗯，是的。还得买18款啊，我就弄个2.0i的就行我们这没有豪华导航，只有时尚导航，豪华的4S从来也不进货，攒钱吧，25万。。。
SNJBxVqDgp9vAKTr,价格,-1,,那个东西成本很高的，新款没有算是偷工减料了。森本来就主打操控，平衡是卖点，省掉确实不应该。你看看淘宝上老森和新森够避震的价格，差很多。
ilVBrAke3EZMUyPt,价格,0,,同平台理论上四驱肯定比两驱费油，但是带来的驾驶感受和安全性，还是值那点油钱
R9X0n8kExU7IDWC4,价格,0,,如果家里不止你一个人开，而且还有新手，那就比较有用了，不光保护别人，还能保护车。当初4s自己配了一款外观和2.5尊贵es一模一样的（獠牙杠，黑尾翼，黑后视镜的），只是不带es，有的店有，有的没有
3Cw8jkALXivOMqfx,价格,0,,想请教下，森林人动力数据不是很高，车身自重一吨半了，那么加速是不是很肉？比如高速上120公里时速超车的时候感觉怎么样？确实一直说斯巴鲁配件贵保养贵，但是我想进口车应该质量可以，不容易换件的吧？想了解下坛子里有用车几年的老鸟说一下解一下惑，谢谢！另成都4S我去了两家，销售爱理不理高高在上（一家是在机场高速附近，另一家不记得了），是否4S态度都这样？
gzYnU9GOx2B3TFla,价格,0,,嗯嗯，全系标配该有的都有了，就是不知道价格会不会提高，新车上市没有了优惠    
s27vTZQLJUfh5mkA,价格,0,,不知道何时上市！价格估计30没法落地！来个2.0es我觉得蛮适合我
iUbCNmvynucYRj5X,价格,0,,佛山几个汽配城都有斯巴鲁专修的。价格还平宜。上我车气缸盖也有一点点漏。问了要吊发动机。价格好像六佰多。   
2UBZ7gjF0de9SRWc,价格,0,,这个不好说，特价车相对来说估计买的人要多点的，毕竟价格是一个优势的
cSAgX960KizLGv1e,价格,0,,你的价格都好像都是当时的购买价格吧。。现在什么价格出
wKQIg3OYrmpie2nT,价格,0,,谢谢您细致的答复 ，目前所在地是江苏，不知道这个价格相对于降了关税后到底是高了，还是可以入手？既然是购买这个2.0乞丐版的，肯定是预算有限的， 所以还是希望能够得到相对接近的区间价格反馈。     
ldP5hcgTAKWfBbGJ,价格,0,,哪有那么贵，我换一次只要５升，不到５００，买了６升，多的一升是准备拿给发动机烧的。   
EXSrYLdzcQvjyT74,价格,0,,"1、N档间隙性微抖动每辆车都有。2、前几箱油油耗较高(特别第一箱)，没多久就会降下来了。3、我用的闪迪U盘，便宜小巧，""酷我""下的mp3一直好用。"
4SNleaZoPbsivAJE,价格,0,,品牌小众，内饰用料差，这两点都与大多国人的要求不符，维修费用高（虽说一般不坏）。
NeHxKWiUoZbQD9rl,价格,0,,能和老美比？斯巴鲁在老美那边有完善的售后服务，有和竞品一样的价格，斯巴鲁中国有吗？    
4Gu5FCl1ypm3MYjh,价格,0,,无论如何，我不建议你买这种小众的进口产品，这个外观，这个内饰，这个尺寸，能用的配置的价格去到小三十万了，没有必要！    
SDKT7uqyZBLV5cMt,价格,0,,改原车一键启动键一直都可以啊，只是价格都不便宜，就怕出现电脑故障。
